feature,mean_abs_shap
ab_nicu,0.9590755131972287
mage_c,0.7544746329734374
dbwt,0.32177351622016365
gestrec10,0.2864706174218923
ab_aven1,0.18465200504409388
mracehisp,0.10650348818450076
ca_cchd,0.09853363113299764
wtgain,0.08855200116579257
ca_disor,0.08821753250700798
ab_aven6,0.06285888639434864
meduc,0.05100545308885337
dmeth_rec,0.04912551909027202
year,0.04600146373138251
rf_ghype,0.03943822349547723
precare,0.03888721500591153
bmi,0.03883437918668443
fracehisp,0.03808770546159946
ab_anti,0.03333235946389045
feduc,0.030385173974940234
me_pres,0.02938184845606159
fagecomb,0.028623068337460353
bfacil3,0.021980720389176565
rf_inftr,0.017322015550747454
pay_rec,0.011549405513306603
rf_fedrg,0.011368762872157342
sex,0.010702380639325722
rf_phype,0.010345303031316679
rf_pdiab,0.007141173091602235
ld_augm,0.005145931918472442
apgar5,0.004843046943977613
ca_hypo,0.004504513596948208
rf_ppterm,0.004147897501953946
ld_indl,0.004030444711488646
ca_mnsb,0.0027877475099393704
rf_ehype,0.002516942638674612
ca_anen,0.0022910683590183552
ca_gast,0.002218819025847569
ab_surf,0.00166152824038897
rf_gdiab,0.0013287046025705828
ab_seiz,0.0003001059014926293
