feature,importance_mean,importance_std
ca_cchd,0.006502955160437057,0.00035369552639498154
ca_disor,0.006440141990394038,0.00040646558300824103
mage_c,0.0035942141828223,0.0002301142094108028
dbwt,0.0025808777737899545,0.0001733656474724306
ab_nicu,0.0024998877534298165,0.0002465047145973278
gestrec10,0.0019410469860996968,0.000144407272602241
dmeth_rec,0.0015434465869425893,0.00014040789123250156
ab_aven1,0.0008367562284031564,0.00012853186422472982
mracehisp,0.0007302526982560884,9.256736447555833e-05
ab_aven6,0.000595865561968903,9.743105165304699e-05
meduc,0.0005108167834889064,8.669280057079091e-05
year,0.0003933840239413004,9.47315030892473e-05
precare,0.000289053529783552,9.289669562134457e-05
rf_ghype,0.0002802140601144233,8.511970980761532e-05
wtgain,0.000279490243678357,0.00017315078276450166
bfacil3,0.00022774264658045746,4.557340492063659e-05
rf_inftr,0.0001897785120055763,9.728460767204282e-05
ab_anti,0.00017272340165707805,5.624014886842169e-05
me_pres,0.00012216827697953195,5.394264000525808e-05
sex,0.00010473982676485333,5.927303292801938e-05
pay_rec,0.00010300695773111934,3.7799308676388874e-05
bmi,7.192056366082041e-05,0.00013926026806388797
