feature,importance_mean,importance_std
ca_disor,0.007104198186792742,0.0002469078414989926
ca_cchd,0.0070622489598890295,0.00025653070935207343
mage_c,0.004688177305075588,0.00027283899140635525
ab_nicu,0.002603071878953168,0.00031629689701862754
dbwt,0.002485027265869266,0.00021605496512096115
gestrec10,0.0019020211964014301,0.0001597387448218238
dmeth_rec,0.0014825338631510878,0.00019589278342281477
ab_aven1,0.0008765695890457697,0.00013939780807855948
mracehisp,0.0006563210374384073,0.00010981269168299044
ab_aven6,0.0005881329569730163,9.314351719867854e-05
meduc,0.00045773763032069467,9.878050065932304e-05
rf_ghype,0.0004516765600907066,9.978588784059275e-05
wtgain,0.00037705119947597094,0.00016661768044573267
year,0.000357400880807493,9.638835316014559e-05
bfacil3,0.0003414431672653019,5.0273303329745034e-05
precare,0.00026832763557914504,7.308929828901198e-05
rf_phype,0.0002018570718524834,3.9367458486045256e-05
bmi,0.00016600377555456015,0.00010829724279741729
ab_anti,0.00016154220778214005,5.488267991662159e-05
pay_rec,0.00014036819976089645,5.046274988155834e-05
rf_inftr,0.00010952539001940765,7.744660593017815e-05
me_pres,0.00010570551644776688,5.87478337133099e-05
sex,9.822691312415949e-05,7.557027943172338e-05
rf_artec,4.781170026139925e-05,3.448321377418169e-05
ca_cleft,4.4423959781778737e-05,9.588643714141681e-06
ca_clpal,-5.210696252144556e-05,1.2308490259878848e-05
