feature,mean_abs_shap
ab_nicu,0.8931452884354014
mage_c,0.7818163642915554
dbwt,0.31622023115991565
gestrec10,0.2836081436277409
ab_aven1,0.23597845367531606
ca_cchd,0.20004188410104243
ca_disor,0.18179484272593024
mracehisp,0.09743575461252463
wtgain,0.0957671639073731
fagecomb,0.08270359466753624
year,0.06554888433910745
ab_aven6,0.0594275510784964
pwgt_r,0.052515267258163106
bmi,0.05163977763693
dmeth_rec,0.04990959757987225
precare,0.04922995085624476
ab_anti,0.043392616612749374
meduc,0.041987669744285264
feduc,0.04012255340371196
fracehisp,0.03969135239924226
me_pres,0.03745495350365595
rf_ghype,0.037437921735225914
bfacil3,0.023086603166876645
sex,0.020625993238228738
pay_rec,0.01801849592071111
rf_inftr,0.015913249140351263
rf_artec,0.010182541542860642
rf_phype,0.008142432763974463
ld_indl,0.008000868575291767
rf_pdiab,0.007069474885919165
rf_ppterm,0.006915226221183715
ca_mnsb,0.005255386570696183
ld_augm,0.004575404213403516
ca_clpal,0.004542106005709048
rf_gdiab,0.003606485482404332
apgar5,0.0032119551018282414
ca_cleft,0.003021608060222633
rf_fedrg,0.0029915107621948387
wic,0.002760920525843079
ab_surf,0.0019112547386461304
ca_limb,0.0015386921840320248
ca_anen,0.0010016555421333683
rf_ehype,0.0009909988422499864
ca_gast,0.0009064549053705635
ca_hypo,0.0008366766555206669
ca_cdh,0.00061268419293296
ca_omph,0.0004414991143166173
apgar10,0.00019648880710047565
ab_seiz,3.506648713639121e-05
