feature,mean_abs_shap
ab_nicu,0.877207763126087
mage_c,0.673074837490262
dbwt,0.2659950346080456
gestrec10,0.24760096428803927
ab_aven1,0.17241537898129053
ca_cchd,0.09039328532266307
ca_disor,0.08948649463458831
mracehisp,0.08875553495322115
wtgain,0.07498027292071657
ab_aven6,0.06580079937743319
dmeth_rec,0.046725295897796525
meduc,0.038068212272862514
fagecomb,0.03527852254710892
bmi,0.03520814249684094
year,0.03454258791925039
rf_ghype,0.03391818875316697
precare,0.029831292574423955
ab_anti,0.029742653836319292
me_pres,0.024604033999975117
fracehisp,0.02232253827959417
rf_inftr,0.017083250998944026
feduc,0.016897638072091985
bfacil3,0.015305077340070687
rf_artec,0.009937850877191593
pay_rec,0.008999493451746507
sex,0.008588301778145383
rf_phype,0.006432566784476677
wic,0.005775523830922958
rf_pdiab,0.005674682920073304
ld_augm,0.0050594862866521085
ca_cleft,0.0046076287294750965
ld_indl,0.00396658404220638
rf_ppterm,0.0033725235720136852
ca_clpal,0.002788926111226037
rf_gdiab,0.0026790623998887812
rf_ehype,0.0016584319727438591
ca_mnsb,0.001652999945474197
apgar5,0.0012713333317561537
rf_fedrg,0.0012061371269859416
ca_limb,0.0011773860055313454
ab_surf,0.000881335700698229
ca_gast,0.0008284727358712459
ca_omph,0.0006518249521194714
apgar10,0.0006415331247668878
ca_hypo,0.0005153482438762801
ca_anen,0.0005114681300231473
ab_seiz,0.00013472686565038826
ca_cdh,7.810888367616414e-05
