feature,mean_abs_shap
ab_nicu,0.8928296155151948
mage_c,0.7403312823577647
dbwt,0.3267100727925232
gestrec10,0.2827635272669796
ab_aven1,0.20873450661560963
mracehisp,0.11033543180739136
ca_cchd,0.09959215710811396
wtgain,0.09100007052534906
ca_disor,0.08880838554888142
ab_aven6,0.06011370576461471
dmeth_rec,0.05455197670705338
meduc,0.04626004667412152
rf_ghype,0.044729993959293786
year,0.04438326612597522
fagecomb,0.043845697797320365
ab_anti,0.04200308149972797
precare,0.039861575789032884
bmi,0.03694331184876459
me_pres,0.031052616458416425
fracehisp,0.030049569928615464
feduc,0.02886420312140264
rf_inftr,0.02433932416448576
bfacil3,0.019394269626003127
pay_rec,0.01661375492646334
rf_phype,0.010268919983238329
rf_pdiab,0.0077684877381818986
ld_indl,0.007504258137565818
sex,0.006429392615379531
rf_fedrg,0.005418788505064282
ab_surf,0.005313595402128699
ld_augm,0.004889194105785289
rf_gdiab,0.004187296943912522
apgar5,0.004149914913301377
rf_ppterm,0.004058748537681916
ca_hypo,0.003267205240587872
ca_anen,0.0024700889187864172
rf_ehype,0.001956233126593933
ca_mnsb,0.0015554956548770496
ca_gast,0.001043289470099072
ab_seiz,0.0005282866984367185
