feature,importance_mean,importance_std
ca_disor,0.010739378517748841,0.00048043512444077727
ca_cchd,0.010728485672092938,0.00039580847880668954
mage_c,0.00930699401963338,0.0004507701841071513
ab_nicu,0.005276344401273146,0.000412931353318445
dbwt,0.0034183962349713533,0.000290488588441544
gestrec10,0.0024051267398169777,0.0003113362589376677
dmeth_rec,0.0023044361567462848,0.0002409327037880862
ab_aven1,0.0015995179825700656,0.0003018620283496223
wtgain,0.0010761212636424423,0.00021753220405240262
ab_aven6,0.001061183755766366,0.0001817949164483808
bfacil3,0.0005835426109821646,0.00021256534027181963
rf_ghype,0.0005788338367071558,0.00015716275287056225
year,0.0005103003250095051,0.00030081639406909504
ab_anti,0.0004906319683765578,0.00025272064508143207
precare,0.00046246995624879273,0.0001701880028378938
mracehisp,0.00040046981452982605,0.0001765895515294328
fagecomb,0.00031620599518757814,0.00017049118692448952
rf_inftr,0.0002960229479971852,0.0001597830154747999
ld_indl,0.00025448386722786776,0.00011236674084104048
me_pres,0.00023558341952001905,9.630349211446347e-05
meduc,0.00022832686083037041,0.00013870246883725533
rf_ppterm,0.00022730719706051048,4.8456842961375146e-05
bmi,0.0002157631940232465,0.00024131111870835282
sex,0.00010451361768687786,7.429556992520923e-05
rf_gdiab,8.536619196363379e-05,0.00011023653371840421
fracehisp,5.6085322830775813e-05,9.019344441600407e-05
ab_surf,5.415450561736049e-05,1.7430331646300423e-05
ld_augm,4.90301276568083e-05,7.447134098097567e-05
ca_hypo,4.6751592501297415e-05,1.002560975851003e-05
rf_ehype,4.019941290446978e-05,3.5820095064103575e-05
ca_mnsb,2.8367532125319477e-05,2.5278756932847355e-05
ab_seiz,2.7786351765794053e-05,1.1573355823637994e-05
rf_fedrg,1.9181733023437842e-05,4.39369505232564e-05
ca_anen,5.532865924893354e-06,2.0222551554213818e-05
ca_gast,4.503647838025384e-06,1.633260656891197e-05
rf_phype,-8.278438260118232e-06,7.176252618308363e-05
pay_rec,-1.5115656540604441e-05,3.9373695701737197e-05
feduc,-3.08352960964646e-05,0.0001381604108158246
rf_pdiab,-3.516290700351886e-05,0.00010300835585581331
apgar5,-4.019305298971938e-05,3.2558692398393695e-05
