feature,importance_mean,importance_std
ca_disor,0.011424635051297786,0.0004995274879458911
ca_cchd,0.011296782948774248,0.0003436970316605536
mage_c,0.009807164501292395,0.0004703754743641244
ab_nicu,0.005034174763080225,0.0006772823713988701
dbwt,0.0039349830727620164,0.000261174464402753
gestrec10,0.002608971961315136,0.00042727611622865244
dmeth_rec,0.0025928292653752817,0.0002551969014085628
ab_aven1,0.0013105951182616545,0.00027454011639551447
wtgain,0.0012395792755926036,0.0003620433471953755
ab_aven6,0.0009031817476867481,0.00010227713384836786
rf_ghype,0.0007393039638228158,0.0001259423845580996
year,0.0006651339697072986,0.0002674302775110689
bmi,0.0006556509802223599,0.00029874112060409354
ab_anti,0.000629088651108697,0.0002672376157152624
fagecomb,0.0004976548938040934,0.00022471124420603226
ld_indl,0.0004312124129859148,0.00018251069196827542
mracehisp,0.0003902167764771428,0.00022901528993904264
meduc,0.00038488532156237787,0.0002435748828430597
bfacil3,0.0003821243054041846,0.0001697928579502657
me_pres,0.0003726606192263702,0.00015208413873557704
precare,0.0002986621652860028,0.00026099493242637815
rf_inftr,0.00024072240189286774,0.00015697756069023693
fracehisp,0.0001747379041872797,0.00011272593729483281
sex,0.0001607977679493326,0.00010601127768669384
ld_augm,0.00010310671113792532,7.077361472125249e-05
rf_fedrg,7.46025512823205e-05,9.10559897491045e-05
feduc,5.997889667405283e-05,0.00014294230386403237
pay_rec,1.1965495135937352e-05,5.2723944703216164e-05
apgar5,6.115971553823443e-06,7.518781801785527e-05
rf_phype,-1.1569783067013131e-05,0.00013359134143805056
